"lats","longs","bathy_m"
33.06,-120.38,-924.478740038626
33.08,-120.38,-798.627780304591
33.1,-120.38,-783.315852975293
33.12,-120.38,-441.591070802756
33.14,-120.38,-294.51658774585
33.16,-120.38,-595.496245395769
33.18,-120.38,-789.728929313434
33.2,-120.38,-974.169988463057
33.22,-120.38,-1001.14939327844
33.24,-120.38,-1000
33.26,-120.38,-1000
33.28,-120.38,-1001
33.3,-120.38,-1003.41304313077
33.32,-120.38,-1002
33.34,-120.38,-1000
33.36,-120.38,-1000.54460719933
33.38,-120.38,-998.830148326112
33.4,-120.38,-996.77423882327
33.42,-120.38,-1046.7427287736
33.44,-120.38,-1159.56396959202
33.46,-120.38,-1298.58978063114
33.48,-120.38,-1185.01752464833
33.5,-120.38,-1096.60154915212
33.52,-120.38,-1103.14325682394
33.54,-120.38,-1273.89017235594
33.56,-120.38,-1265.75355671824
33.58,-120.38,-1261.96884096625
33.6,-120.38,-1295.88397458751
33.62,-120.38,-1301.9870550279
33.64,-120.38,-1210.7272128763
33.66,-120.38,-1142.22249990918
33.68,-120.38,-1195.42476061255
33.7,-120.38,-1183.56635537182
33.72,-120.38,-979.713804318563
33.74,-120.38,-955.266143776558
33.76,-120.38,-1040.67046189396
33.78,-120.38,-877.624253180354
33.8,-120.38,-804.194788642095
33.82,-120.38,-818.400772318568
33.84,-120.38,-697.476146896046
33.86,-120.38,-794.266016380603
33.88,-120.38,-671.256836456048
33.9,-120.38,-498.51173335628
33.92,-120.38,-404.806439086206
33.94,-120.38,-282.531520907045
33.96,-120.38,-174.097984669004
33.98,-120.38,-111.463933053779
34,-120.38,-64.2720383988277
34.02,-120.38,-2.57544303364694
34.04,-120.38,0
34.06,-120.38,-1.54832270999617
34.08,-120.38,-42.5742707652773
34.1,-120.38,-54.0444280764903
34.12,-120.38,-82.4107238928827
34.14,-120.38,-131.987400090314
34.16,-120.38,-213.897309398072
34.18,-120.38,-337.617728426724
34.2,-120.38,-394.019602338903
34.22,-120.38,-409.228452109773
34.24,-120.38,-409.509898550222
34.26,-120.38,-403.242276901055
34.28,-120.38,-388.082636874528
34.3,-120.38,-361.835443660552
34.32,-120.38,-327.044758790208
34.34,-120.38,-291.221789982182
34.36,-120.38,-230.919700885976
34.38,-120.38,-187.316696333662
34.4,-120.38,-82.4315904437596
34.42,-120.38,-54.5821192189213
34.44,-120.38,-16.318679992808
34.46,-120.38,0
34.48,-120.38,0
34.5,-120.38,0
34.52,-120.38,0
34.54,-120.38,0
34.56,-120.38,0
34.58,-120.38,0
34.6,-120.38,0
34.62,-120.38,0
34.64,-120.38,0
34.66,-120.38,0
34.68,-120.38,0
34.7,-120.38,0
34.72,-120.38,0
34.74,-120.38,0
34.76,-120.38,0
34.78,-120.38,0
34.8,-120.38,0
34.82,-120.38,0
34.84,-120.38,0
34.86,-120.38,0
34.88,-120.38,0
34.9,-120.38,0
34.92,-120.38,0
34.94,-120.38,0
34.96,-120.38,0
34.98,-120.38,0
35,-120.38,0
32,-120.36,NA
32.02,-120.36,NA
32.04,-120.36,NA
32.06,-120.36,NA
32.08,-120.36,NA
32.1,-120.36,-3829.45876383705
32.12,-120.36,-3840.07231127772
32.14,-120.36,-3844.29196874346
32.16,-120.36,-3838.60088033787
32.18,-120.36,-3824.81230013193
32.2,-120.36,-3808.52529352716
32.22,-120.36,-3799.47538218461
32.24,-120.36,-3800.43367612261
32.26,-120.36,-3808.14116644277
32.28,-120.36,-3826.79654195678
32.3,-120.36,-3838.90386925651
32.32,-120.36,-3848.04387498251
32.34,-120.36,-3860.68251726341
32.36,-120.36,-3876.84620145414
32.38,-120.36,-3891.55162181261
32.4,-120.36,-3887.31551498406
32.42,-120.36,-3879.24483417433
32.44,-120.36,-3862.06598992585
32.46,-120.36,-3841.02295146655
32.48,-120.36,-3814.98601732996
32.5,-120.36,-3785.9196073768
32.52,-120.36,-3777.05242814984
32.54,-120.36,-3786.58256722675
32.56,-120.36,-3770.7662681941
32.58,-120.36,-3721.6406876057
32.6,-120.36,-3686.69902408853
32.62,-120.36,-3668.51318429975
32.64,-120.36,-3649.19852904551
32.66,-120.36,-3623.65214621912
32.68,-120.36,-3607.53805677911
32.7,-120.36,-3568.15787663189
32.72,-120.36,-3421.68585696283
32.74,-120.36,-3117.72899658978
32.76,-120.36,-2802.20589098333
32.78,-120.36,-2376.05272330779
32.8,-120.36,-1966.4087353234
32.82,-120.36,-1515.83100744632
32.84,-120.36,-1116.25978612361
32.86,-120.36,-979.88478073507
32.88,-120.36,-1047.08199086234
32.9,-120.36,-1089.55860428112
32.92,-120.36,-1053.44011650239
32.94,-120.36,-990.519400089197
32.96,-120.36,-932.419270934791
32.98,-120.36,-801.261308414216
33,-120.36,-681.700740198512
33.02,-120.36,-600.724112957958
33.04,-120.36,-769.967916670059
33.06,-120.36,-785.025997878844
33.08,-120.36,-799.756067067864
33.1,-120.36,-678.110614460988
33.12,-120.36,-297.641889336467
33.14,-120.36,-300.037667724171
33.16,-120.36,-599.629164964666
33.18,-120.36,-770.03649732243
33.2,-120.36,-991.920187346945
33.22,-120.36,-1002.14539276933
33.24,-120.36,-1000
33.26,-120.36,-999
33.28,-120.36,-1001.39333315163
33.3,-120.36,-1005
33.32,-120.36,-1001.69505350692
33.34,-120.36,-1000.23036925355
33.36,-120.36,-1006
33.38,-120.36,-1000.96836156292
33.4,-120.36,-999.353291826919
33.42,-120.36,-1076.91020133535
33.44,-120.36,-1193.17979521684
33.46,-120.36,-1300.30367717005
33.48,-120.36,-1203.78710988416
33.5,-120.36,-1109.89149943166
33.52,-120.36,-1084.09383278659
33.54,-120.36,-1161.86478385397
33.56,-120.36,-1173.81228386028
33.58,-120.36,-1205.85785294785
33.6,-120.36,-1237.80529965635
33.62,-120.36,-1280.20315651695
33.64,-120.36,-1229.24675019121
33.66,-120.36,-1047.78742478449
33.68,-120.36,-1172.63421858846
33.7,-120.36,-1142.06269067976
33.72,-120.36,-970.677576517831
33.74,-120.36,-898.400040838292
33.76,-120.36,-892.80272047202
33.78,-120.36,-802.2110983185
33.8,-120.36,-780.154571124556
33.82,-120.36,-799.167419446763
33.84,-120.36,-697.172938760407
33.86,-120.36,-693.132206239066
33.88,-120.36,-691.167631387651
33.9,-120.36,-537.683040056108
33.92,-120.36,-304.977784803747
33.94,-120.36,-183.330209993855
33.96,-120.36,-149.592512447287
33.98,-120.36,-103.01807376623
34,-120.36,-52.6238431180047
34.02,-120.36,0
34.04,-120.36,0
34.06,-120.36,0
34.08,-120.36,-41.0040656023031
34.1,-120.36,-65.7701847157084
34.12,-120.36,-87.0889261242446
34.14,-120.36,-147.932850689691
34.16,-120.36,-275.451146702644
34.18,-120.36,-356.851108878484
34.2,-120.36,-401.833581242775
34.22,-120.36,-410
34.24,-120.36,-409
34.26,-120.36,-402.096884676382
34.28,-120.36,-386.147292210329
34.3,-120.36,-359.767029870613
34.32,-120.36,-324.81654606699
34.34,-120.36,-287.481650572643
34.36,-120.36,-237.86415251982
34.38,-120.36,-199.357252671155
34.4,-120.36,-105.6942892049
34.42,-120.36,-54.2439305477924
34.44,-120.36,-22.0748054624
34.46,-120.36,0
34.48,-120.36,0
34.5,-120.36,0
34.52,-120.36,0
34.54,-120.36,0
34.56,-120.36,0
34.58,-120.36,0
34.6,-120.36,0
34.62,-120.36,0
34.64,-120.36,0
34.66,-120.36,0
34.68,-120.36,0
34.7,-120.36,0
34.72,-120.36,0
34.74,-120.36,0
34.76,-120.36,0
34.78,-120.36,0
34.8,-120.36,0
34.82,-120.36,0
34.84,-120.36,0
34.86,-120.36,0
34.88,-120.36,0
34.9,-120.36,0
34.92,-120.36,0
34.94,-120.36,0
34.96,-120.36,0
34.98,-120.36,0
35,-120.36,0
32,-120.34,NA
32.02,-120.34,NA
32.04,-120.34,NA
32.06,-120.34,NA
32.08,-120.34,NA
32.1,-120.34,-3805.45190061066
32.12,-120.34,-3819.88405924763
32.14,-120.34,-3825.07191499793
32.16,-120.34,-3819.46428678584
32.18,-120.34,-3805.94678781119
32.2,-120.34,-3797.50032377527
32.22,-120.34,-3794
32.24,-120.34,-3795.92080882474
32.26,-120.34,-3803.33922602477
32.28,-120.34,-3816.79278232579
32.3,-120.34,-3822.56882044735
32.32,-120.34,-3824.57661164607
32.34,-120.34,-3831.17431481364
32.36,-120.34,-3844.68879013896
32.38,-120.34,-3852.44533694005
32.4,-120.34,-3847.1779336555
32.42,-120.34,-3834.57572381378
32.44,-120.34,-3826.92269011167
32.46,-120.34,-3815.39470588156
32.48,-120.34,-3785.05377386948
32.5,-120.34,-3740.11682153674
32.52,-120.34,-3717.19173789132
32.54,-120.34,-3725.38756748632
32.56,-120.34,-3724.52565941111
32.58,-120.34,-3695.38100796594
32.6,-120.34,-3652.83591425346
32.62,-120.34,-3631.28554739299
32.64,-120.34,-3594.13375501815
32.66,-120.34,-3539.87035209514
32.68,-120.34,-3464.69519118502
32.7,-120.34,-3273.6932016429
32.72,-120.34,-3016.5821179394
32.74,-120.34,-2745.01065499902
32.76,-120.34,-2405.6094771179
32.78,-120.34,-2047.68107843804
32.8,-120.34,-1615.13463038101
32.82,-120.34,-1270.35222600841
32.84,-120.34,-979.232588165898
32.86,-120.34,-892.383063458675
32.88,-120.34,-1011.32100285283
32.9,-120.34,-1014.66744320907
32.92,-120.34,-963.382301426942
32.94,-120.34,-906.254353553625
32.96,-120.34,-862.65566013506
32.98,-120.34,-771.162949319414
33,-120.34,-697.639593692214
33.02,-120.34,-661.74690721085
33.04,-120.34,-693.959694638983
33.06,-120.34,-691.663178951888
33.08,-120.34,-789.703975890569
33.1,-120.34,-520.645968068017
33.12,-120.34,-301.83127740003
33.14,-120.34,-488.520995483264
33.16,-120.34,-568.804693318432
33.18,-120.34,-812.862146694223
33.2,-120.34,-992.404385210298
33.22,-120.34,-987.61620822453
33.24,-120.34,-997.540044521019
33.26,-120.34,-1004.08140260995
33.28,-120.34,-1007.42112298052
33.3,-120.34,-957.432712150783
33.32,-120.34,-936.663370670897
33.34,-120.34,-870.513125590649
33.36,-120.34,-919.547556461687
33.38,-120.34,-940.459452129878
33.4,-120.34,-989.430958111961
33.42,-120.34,-1036.30122565124
33.44,-120.34,-1123.63966484114
33.46,-120.34,-1094.68865853479
33.48,-120.34,-1031.16115239181
33.5,-120.34,-991.567362165656
33.52,-120.34,-983.513860671921
33.54,-120.34,-1013.2465794927
33.56,-120.34,-1090.18598498986
33.58,-120.34,-1141.50160195657
33.6,-120.34,-1154.58115215709
33.62,-120.34,-1122.14029521902
33.64,-120.34,-1128.7685921242
33.66,-120.34,-992.145764003597
33.68,-120.34,-1128.77488595867
33.7,-120.34,-1109.45871605644
33.72,-120.34,-968.539586940703
33.74,-120.34,-899.39510446189
33.76,-120.34,-861.33042162409
33.78,-120.34,-795.865644693095
33.8,-120.34,-750.030707295606
33.82,-120.34,-762.309058961147
33.84,-120.34,-703.516811537957
33.86,-120.34,-642.185149872622
33.88,-120.34,-568.888724265886
33.9,-120.34,-372.01427526501
33.92,-120.34,-199.028459916027
33.94,-120.34,-158.90273704385
33.96,-120.34,-126.880034289475
33.98,-120.34,-93.4519015788409
34,-120.34,-51.9716622451331
34.02,-120.34,0
34.04,-120.34,0
34.06,-120.34,-27.1663975166875
34.08,-120.34,-53.4695300065168
34.1,-120.34,-77.9140443391351
34.12,-120.34,-93.9186243492439
34.14,-120.34,-170.783895071709
34.16,-120.34,-315.812508666998
34.18,-120.34,-378.343512896374
34.2,-120.34,-407.48667568439
34.22,-120.34,-412.478870095227
34.24,-120.34,-409.576748267475
34.26,-120.34,-400.592554428077
34.28,-120.34,-386.216269036476
34.3,-120.34,-362.956493991855
34.32,-120.34,-328.191497493081
34.34,-120.34,-292.275636767916
34.36,-120.34,-253.379142589359
34.38,-120.34,-213.51588085792
34.4,-120.34,-157.175833276965
34.42,-120.34,-52.7122266188334
34.44,-120.34,-37.8257427868146
34.46,-120.34,0
34.48,-120.34,0
34.5,-120.34,0
34.52,-120.34,0
34.54,-120.34,0
34.56,-120.34,0
34.58,-120.34,0
34.6,-120.34,0
34.62,-120.34,0
34.64,-120.34,0
34.66,-120.34,0
34.68,-120.34,0
34.7,-120.34,0
34.72,-120.34,0
34.74,-120.34,0
34.76,-120.34,0
34.78,-120.34,0
34.8,-120.34,0
34.82,-120.34,0
34.84,-120.34,0
34.86,-120.34,0
34.88,-120.34,0
34.9,-120.34,0
34.92,-120.34,0
34.94,-120.34,0
34.96,-120.34,0
34.98,-120.34,0
35,-120.34,0
32,-120.32,NA
32.02,-120.32,NA
32.04,-120.32,NA
32.06,-120.32,NA
32.08,-120.32,NA
32.1,-120.32,-3800
32.12,-120.32,-3808.53485862347
32.14,-120.32,-3811.49783827605
32.16,-120.32,-3808.71173455178
32.18,-120.32,-3799.29816033016
32.2,-120.32,-3791.94327823351
32.22,-120.32,-3784.69275864108
32.24,-120.32,-3788.6596525936
32.26,-120.32,-3802.30589508012
32.28,-120.32,-3808.49712568786
32.3,-120.32,-3807.0234107032
32.32,-120.32,-3801.32247345885
32.34,-120.32,-3797.36942370578
32.36,-120.32,-3814.33646688756
32.38,-120.32,-3820.09962031534
32.4,-120.32,-3809.03762791199
32.42,-120.32,-3788.93184015743
32.44,-120.32,-3790.61396739454
32.46,-120.32,-3785.36965129381
32.48,-120.32,-3745.31874391175
32.5,-120.32,-3672.41461124976
32.52,-120.32,-3645.05718938882
32.54,-120.32,-3659.40076163287
32.56,-120.32,-3671.48532262168
32.58,-120.32,-3638.84972884745
32.6,-120.32,-3592.06252444622
32.62,-120.32,-3518.36621970672
32.64,-120.32,-3421.52182729274
32.66,-120.32,-3328.30063168591
32.68,-120.32,-3201.67112366824
32.7,-120.32,-2977.10737328127
32.72,-120.32,-2634.59485723701
32.74,-120.32,-2371.14252918837
32.76,-120.32,-2001.15148905346
32.78,-120.32,-1667.73388337007
32.8,-120.32,-1301.85766197956
32.82,-120.32,-1038.1470199759
32.84,-120.32,-896.789030444132
32.86,-120.32,-792.819189299705
32.88,-120.32,-910.382061031751
32.9,-120.32,-909.111136971305
32.92,-120.32,-893.213702390634
32.94,-120.32,-803.034318112631
32.96,-120.32,-764.634765567937
32.98,-120.32,-698.993420159663
33,-120.32,-700
33.02,-120.32,-699.278874873305
33.04,-120.32,-600.254748386553
33.06,-120.32,-691.93501089607
33.08,-120.32,-700.94687389402
33.1,-120.32,-455.650673619889
33.12,-120.32,-508.107159326144
33.14,-120.32,-617.679470314257
33.16,-120.32,-596.192758483669
33.18,-120.32,-807.628711149478
33.2,-120.32,-888.355761540247
33.22,-120.32,-924.412769213556
33.24,-120.32,-1000.78489097385
33.26,-120.32,-988.05927886327
33.28,-120.32,-932.032143176259
33.3,-120.32,-775.474796930021
33.32,-120.32,-807.782387648185
33.34,-120.32,-677.83290493581
33.36,-120.32,-722.048532868272
33.38,-120.32,-759.752583155275
33.4,-120.32,-811.204882097962
33.42,-120.32,-858.776064990976
33.44,-120.32,-863.433646735816
33.46,-120.32,-920.980642993203
33.48,-120.32,-885.089300021343
33.5,-120.32,-831.417850288092
33.52,-120.32,-891.107286769799
33.54,-120.32,-939.635829404266
33.56,-120.32,-1099.30639367699
33.58,-120.32,-1104.14423268103
33.6,-120.32,-1090.91034783065
33.62,-120.32,-939.867684417736
33.64,-120.32,-891.257215359272
33.66,-120.32,-896.899864324256
33.68,-120.32,-1105.4208463908
33.7,-120.32,-1095.50098064134
33.72,-120.32,-963.414296384497
33.74,-120.32,-894.262993481178
33.76,-120.32,-865.682969664953
33.78,-120.32,-790.265446405835
33.8,-120.32,-700.982717697465
33.82,-120.32,-707.558696165695
33.84,-120.32,-678.066643989867
33.86,-120.32,-606.673438262223
33.88,-120.32,-483.699687675348
33.9,-120.32,-279.226686047748
33.92,-120.32,-182.615030953331
33.94,-120.32,-144.2784261459
33.96,-120.32,-112.17335277872
33.98,-120.32,-86.7621385951201
34,-120.32,-57.3919909520066
34.02,-120.32,0
34.04,-120.32,-0.0343443158556256
34.06,-120.32,-41.1962232468108
34.08,-120.32,-66.3244851324346
34.1,-120.32,-84.1032520238366
34.12,-120.32,-108.772056545717
34.14,-120.32,-200.796012309181
34.16,-120.32,-334.767651441301
34.18,-120.32,-397.263912500959
34.2,-120.32,-412.631493122084
34.22,-120.32,-416
34.24,-120.32,-412.265374764714
34.26,-120.32,-403.625060205527
34.28,-120.32,-391.150448408627
34.3,-120.32,-369.858900092265
34.32,-120.32,-338.604841713792
34.34,-120.32,-305.311180701866
34.36,-120.32,-271.429413729751
34.38,-120.32,-229.764102925049
34.4,-120.32,-183.744672386708
34.42,-120.32,-88.7789947953603
34.44,-120.32,-37.9482338842349
34.46,-120.32,-7.36934587118633
34.48,-120.32,0
34.5,-120.32,0
34.52,-120.32,0
34.54,-120.32,0
34.56,-120.32,0
34.58,-120.32,0
34.6,-120.32,0
34.62,-120.32,0
34.64,-120.32,0
34.66,-120.32,0
34.68,-120.32,0
34.7,-120.32,0
34.72,-120.32,0
34.74,-120.32,0
34.76,-120.32,0
34.78,-120.32,0
34.8,-120.32,0
34.82,-120.32,0
34.84,-120.32,0
34.86,-120.32,0
34.88,-120.32,0
34.9,-120.32,0
34.92,-120.32,0
34.94,-120.32,0
34.96,-120.32,0
34.98,-120.32,0
35,-120.32,0
32,-120.3,NA
32.02,-120.3,NA
32.04,-120.3,NA
32.06,-120.3,NA
32.08,-120.3,NA
32.1,-120.3,-3799
32.12,-120.3,-3803
32.14,-120.3,-3804.50834195347
32.16,-120.3,-3804.9429610803
32.18,-120.3,-3801.61334204214
32.2,-120.3,-3785.99892431406
32.22,-120.3,-3762.98186348421
32.24,-120.3,-3768.87954853164
32.26,-120.3,-3797.77854419476
32.28,-120.3,-3799.12506320046
32.3,-120.3,-3786.26548746398
32.32,-120.3,-3772.29026156073
32.34,-120.3,-3770.37880769431
32.36,-120.3,-3782.708265265
32.38,-120.3,-3782.99571112355
32.4,-120.3,-3760.35721974615
32.42,-120.3,-3737.13595071831
32.44,-120.3,-3726.77973525934
32.46,-120.3,-3719.59290361203
32.48,-120.3,-3685.43385195596
32.5,-120.3,-3559.68873627052
32.52,-120.3,-3550.50292421811
32.54,-120.3,-3579.46748160682
32.56,-120.3,-3595.50794373259
32.58,-120.3,-3495.11064814096
32.6,-120.3,-3430.87920082979
32.62,-120.3,-3317.62510983728
32.64,-120.3,-3158.28668019753
32.66,-120.3,-3055.6282078993
32.68,-120.3,-2917.33823254579
32.7,-120.3,-2583.09305222743
32.72,-120.3,-2281.06137317394
32.74,-120.3,-2015.92720605114
32.76,-120.3,-1647.18497696967
32.78,-120.3,-1327.10711920111
32.8,-120.3,-1024.6619622637
32.82,-120.3,-857.383005919268
32.84,-120.3,-770.122547310533
32.86,-120.3,-765.48074863792
32.88,-120.3,-789.834466669655
32.9,-120.3,-783.988981203346
32.92,-120.3,-789.630551734677
32.94,-120.3,-699.731836041761
32.96,-120.3,-693
32.98,-120.3,-699.450434420913
33,-120.3,-700
33.02,-120.3,-701
33.04,-120.3,-666.621974920196
33.06,-120.3,-626.76094928559
33.08,-120.3,-511.192540962175
33.1,-120.3,-493.585335748472
33.12,-120.3,-639.50939905768
33.14,-120.3,-703.457143785133
33.16,-120.3,-701.870274471975
33.18,-120.3,-779.179669300736
33.2,-120.3,-878.563774323531
33.22,-120.3,-979.88011013829
33.24,-120.3,-920.302089980256
33.26,-120.3,-814.617635225701
33.28,-120.3,-736.592123765973
33.3,-120.3,-626.823455435023
33.32,-120.3,-576.262447412473
33.34,-120.3,-527.491432259554
33.36,-120.3,-560.454068213853
33.38,-120.3,-592.409192025794
33.4,-120.3,-617.545785361933
33.42,-120.3,-676.306654663797
33.44,-120.3,-763.551671352447
33.46,-120.3,-821.856123871528
33.48,-120.3,-810.520330182875
33.5,-120.3,-802.105741037773
33.52,-120.3,-897.299843729176
33.54,-120.3,-1008.41890195997
33.56,-120.3,-1097.38495629941
33.58,-120.3,-1001.12074265688
33.6,-120.3,-969.412372715985
33.62,-120.3,-712.399453573168
33.64,-120.3,-696.664739112813
33.66,-120.3,-930.715268193452
33.68,-120.3,-1078.27885344755
33.7,-120.3,-1072.98357558182
33.72,-120.3,-967.535706153203
33.74,-120.3,-910.016196289499
33.76,-120.3,-898.202488049835
33.78,-120.3,-786.878431174794
33.8,-120.3,-700.145146032865
33.82,-120.3,-691.151259214261
33.84,-120.3,-651.285280923629
33.86,-120.3,-535.198327088142
33.88,-120.3,-405.329786783425
33.9,-120.3,-270.970848305443
33.92,-120.3,-176.477314916143
33.94,-120.3,-133.25275893012
33.96,-120.3,-99.2429887518639
33.98,-120.3,-78.1058245610037
34,-120.3,-32.4418042871263
34.02,-120.3,-0.449161865485367
34.04,-120.3,-35.1610410237334
34.06,-120.3,-59.4736007069772
34.08,-120.3,-77.7345751709284
34.1,-120.3,-91.2257039456485
34.12,-120.3,-120.074517930551
34.14,-120.3,-238.315555118197
34.16,-120.3,-353.223564189881
34.18,-120.3,-405.474654209467
34.2,-120.3,-417.812592595366
34.22,-120.3,-420.726297604101
34.24,-120.3,-417.486923787306
34.26,-120.3,-409.929686536859
34.28,-120.3,-401.501770389786
34.3,-120.3,-382.1961706804
34.32,-120.3,-352.280558141834
34.34,-120.3,-322.356336044492
34.36,-120.3,-291.123434448093
34.38,-120.3,-253.263829129335
34.4,-120.3,-206.246752183551
34.42,-120.3,-132.248444555792
34.44,-120.3,-30.7888960428862
34.46,-120.3,-17.2388376918604
34.48,-120.3,0
34.5,-120.3,0
34.52,-120.3,0
34.54,-120.3,0
34.56,-120.3,0
34.58,-120.3,0
34.6,-120.3,0
34.62,-120.3,0
34.64,-120.3,0
34.66,-120.3,0
34.68,-120.3,0
34.7,-120.3,0
34.72,-120.3,0
34.74,-120.3,0
34.76,-120.3,0
34.78,-120.3,0
34.8,-120.3,0
34.82,-120.3,0
34.84,-120.3,0
34.86,-120.3,0
34.88,-120.3,0
34.9,-120.3,0
34.92,-120.3,0
34.94,-120.3,0
34.96,-120.3,0
34.98,-120.3,0
35,-120.3,0
32,-120.28,NA
32.02,-120.28,NA
32.04,-120.28,NA
32.06,-120.28,NA
32.08,-120.28,NA
32.1,-120.28,-3798.2285902209
32.12,-120.28,-3798.81452645462
32.14,-120.28,-3795.87067348237
32.16,-120.28,-3800.31438200413
32.18,-120.28,-3802
32.2,-120.28,-3772.31688615047
32.22,-120.28,-3713.03888347495
32.24,-120.28,-3731.6092549751
32.26,-120.28,-3760.10133774474
32.28,-120.28,-3763.37600758352
32.3,-120.28,-3746.26833280052
32.32,-120.28,-3730.16382149641
32.34,-120.28,-3723.16884366326
32.36,-120.28,-3727.96410466393
32.38,-120.28,-3723.76916606403
32.4,-120.28,-3692.58691513152
32.42,-120.28,-3656.3148318246
32.44,-120.28,-3616.28638881793
32.46,-120.28,-3600.55470142218
32.48,-120.28,-3518.82655425742
32.5,-120.28,-3352.86164059519
32.52,-120.28,-3382.27105778147
32.54,-120.28,-3455.68242737015
32.56,-120.28,-3418.2211806338
32.58,-120.28,-3245.59642866422
32.6,-120.28,-3131.80932707102
32.62,-120.28,-3016.32523514096
32.64,-120.28,-2871.82009657012
32.66,-120.28,-2631.13156738598
32.68,-120.28,-2436.4908425526
32.7,-120.28,-2205.95011148254
32.72,-120.28,-1939.47746792545
32.74,-120.28,-1572.1212837158
32.76,-120.28,-1299.44197443688
32.78,-120.28,-971.021390501513
32.8,-120.28,-804.067247127209
32.82,-120.28,-744.285567068223
32.84,-120.28,-721.935469244706
32.86,-120.28,-717.921308508315
32.88,-120.28,-715.787590503798
32.9,-120.28,-702.810676827121
32.92,-120.28,-693.194345894883
32.94,-120.28,-692.119165393811
32.96,-120.28,-695.99906606369
32.98,-120.28,-700.020677902228
33,-120.28,-703
33.02,-120.28,-685.79577618011
33.04,-120.28,-615.165268015062
33.06,-120.28,-498.272720389758
33.08,-120.28,-484.130457673101
33.1,-120.28,-597.054479327314
33.12,-120.28,-650.140379961964
33.14,-120.28,-691.336444653831
33.16,-120.28,-724.200353118971
33.18,-120.28,-795.753449053028
33.2,-120.28,-882.809715421415
33.22,-120.28,-965.390465993656
33.24,-120.28,-807.049581567316
33.26,-120.28,-690.725662382022
33.28,-120.28,-581.047821852036
33.3,-120.28,-507.324902534589
33.32,-120.28,-495
33.34,-120.28,-500.64082967103
33.36,-120.28,-503.519003174068
33.38,-120.28,-578.629098794297
33.4,-120.28,-596.131110889027
33.42,-120.28,-807.607141737347
33.44,-120.28,-986.461976412354
33.46,-120.28,-1054.36364163275
33.48,-120.28,-1033.97775867548
33.5,-120.28,-950.507950564316
33.52,-120.28,-990.988867568257
33.54,-120.28,-1092.09182509992
33.56,-120.28,-1000.14400930871
33.58,-120.28,-1070.84367778498
33.6,-120.28,-671.756274000601
33.62,-120.28,-597.927288513644
33.64,-120.28,-690.825710324646
33.66,-120.28,-995.683832215183
33.68,-120.28,-1022.3202333194
33.7,-120.28,-1009.98823366291
33.72,-120.28,-975.71201751535
33.74,-120.28,-922.305594903448
33.76,-120.28,-891.190010414492
33.78,-120.28,-781.811820705397
33.8,-120.28,-697.429119089361
33.82,-120.28,-607.034154034978
33.84,-120.28,-588.10668420065
33.86,-120.28,-483.270309953236
33.88,-120.28,-389.546454393604
33.9,-120.28,-267.626288574536
33.92,-120.28,-185.739061017769
33.94,-120.28,-119.574222204284
33.96,-120.28,-83.3178853528251
33.98,-120.28,-65.5564541082796
34,-120.28,-40.3323024726266
34.02,-120.28,-34.2730645078181
34.04,-120.28,-38.1271128032495
34.06,-120.28,-62.5868692136715
34.08,-120.28,-80.9356827170169
34.1,-120.28,-94.4501869074977
34.12,-120.28,-132.918438309849
34.14,-120.28,-278.520093695353
34.16,-120.28,-369.296344830112
34.18,-120.28,-410.756733793422
34.2,-120.28,-422.377754107547
34.22,-120.28,-425.054157408866
34.24,-120.28,-422.697034848181
34.26,-120.28,-415.721696631014
34.28,-120.28,-407.105964825651
34.3,-120.28,-394.613860176069
34.32,-120.28,-366.84256992581
34.34,-120.28,-340.996053086885
34.36,-120.28,-312.090211960202
34.38,-120.28,-285.980183906698
34.4,-120.28,-230.647641237547
34.42,-120.28,-150.267438644757
34.44,-120.28,-42.4907912328741
34.46,-120.28,-13.7554391229512
34.48,-120.28,0
34.5,-120.28,0
34.52,-120.28,0
34.54,-120.28,0
34.56,-120.28,0
34.58,-120.28,0
34.6,-120.28,0
34.62,-120.28,0
34.64,-120.28,0
34.66,-120.28,0
34.68,-120.28,0
34.7,-120.28,0
34.72,-120.28,0
34.74,-120.28,0
34.76,-120.28,0
34.78,-120.28,0
34.8,-120.28,0
34.82,-120.28,0
34.84,-120.28,0
34.86,-120.28,0
34.88,-120.28,0
34.9,-120.28,0
34.92,-120.28,0
34.94,-120.28,0
34.96,-120.28,0
34.98,-120.28,0
35,-120.28,0
32,-120.26,NA
32.02,-120.26,NA
32.04,-120.26,NA
32.06,-120.26,NA
32.08,-120.26,NA
32.1,-120.26,-3779.41982945142
32.12,-120.26,-3775.68205361022
32.14,-120.26,-3770.59603661273
32.16,-120.26,-3782.12760408856
32.18,-120.26,-3779.01778746132
32.2,-120.26,-3732.6525487806
32.22,-120.26,-3699.69274172089
32.24,-120.26,-3701.03324493945
32.26,-120.26,-3726.40377434581
32.28,-120.26,-3725.51429796003
32.3,-120.26,-3703.46408798859
32.32,-120.26,-3686.83707578137
32.34,-120.26,-3675.31012273574
32.36,-120.26,-3665.52024931636
32.38,-120.26,-3655.19002605301
32.4,-120.26,-3622.3877641108
32.42,-120.26,-3546.70737566784
32.44,-120.26,-3430.47462970702
32.46,-120.26,-3357.91936071547
32.48,-120.26,-3273.17523031662
32.5,-120.26,-3058.16526313975
32.52,-120.26,-3077.4347957865
32.54,-120.26,-3241.91254083888
